tick,RTM,RTM45C,RTM45P,RTM46C,RTM46P,RTM47C,RTM47P,RTM48C,RTM48P,RTM49C,RTM49P,RTM50C,RTM50P,RTM51C,RTM51P,RTM52C,RTM52P,RTM53C,RTM53P,RTM54C,RTM54P
119,51.56,6.58,0.02,5.6,0.03,4.65,0.08,3.74,0.17,2.9,0.33,2.16,0.59,1.54,0.97,1.04,1.47,0.67,2.1,0.41,2.83
118,51.5,6.52,0.02,5.54,0.02,4.58,0.06,3.66,0.15,2.81,0.3,2.07,0.55,1.44,0.93,0.96,1.45,0.59,2.08,0.35,2.83
117,51.44,6.46,0.02,5.48,0.03,4.52,0.07,3.61,0.16,2.77,0.32,2.03,0.58,1.42,0.97,0.93,1.48,0.58,2.13,0.34,2.89
116,51.51,6.52,0.02,5.53,0.02,4.57,0.06,3.64,0.13,2.79,0.28,2.04,0.52,1.41,0.9,0.92,1.41,0.56,2.05,0.32,2.81
115,51.18,6.18,0.02,5.21,0.04,4.26,0.05,3.37,0.2,2.56,0.4,1.86,0.69,1.5,1.12,0.84,1.67,0.52,2.35,0.3,3.13
114,51.27,6.29,0.02,5.32,0.04,4.37,0.05,3.48,0.2,2.67,0.39,1.96,0.68,1.58,1.09,0.91,1.63,0.57,2.29,0.34,3.06
113,51.21,6.22,0.02,5.24,0.04,4.3,0.05,3.41,0.2,2.59,0.39,1.89,0.69,1.53,1.11,0.86,1.66,0.53,2.33,0.31,3.11
112,51.24,6.26,0.02,5.29,0.04,4.35,0.05,3.46,0.22,2.65,0.41,1.95,0.7,1.58,1.12,0.91,1.66,0.57,2.33,0.34,3.1
111,51.19,6.22,0.02,5.24,0.05,4.3,0.06,3.42,0.22,2.61,0.42,1.91,0.71,1.55,1.14,0.89,1.69,0.56,2.36,0.33,3.13
110,51.05,6.09,0.03,5.12,0.06,4.2,0.08,3.33,0.27,2.55,0.48,1.87,0.81,1.53,1.25,0.88,1.82,0.56,2.5,0.34,3.28
109,51.04,6.08,0.03,5.12,0.07,4.2,0.09,3.34,0.29,2.56,0.51,1.89,0.84,1.55,1.28,0.9,1.85,0.58,2.53,0.36,3.3
108,50.96,5.98,0.03,5.02,0.06,4.1,0.08,3.24,0.28,2.46,0.51,1.79,0.84,1.47,1.29,0.83,1.87,0.52,2.57,0.31,3.36
107,51.3,6.32,0.03,5.36,0.06,4.43,0.08,3.56,0.26,2.76,0.47,2.07,0.77,1.7,1.19,1.02,1.73,0.67,2.38,0.42,3.13
106,51.16,6.19,0.03,5.23,0.07,4.31,0.08,3.44,0.28,2.66,0.49,1.98,0.81,1.63,1.24,0.96,1.8,0.63,2.46,0.39,3.22
105,51.26,6.28,0.03,5.32,0.07,4.4,0.09,3.53,0.28,2.74,0.49,2.05,0.8,1.69,1.23,1.02,1.77,0.67,2.42,0.42,3.17
104,51.19,6.21,0.03,5.25,0.07,4.32,0.08,3.46,0.28,2.67,0.49,1.99,0.81,1.64,1.24,0.97,1.79,0.63,2.46,0.4,3.22
103,51.2,6.22,0.03,5.26,0.06,4.33,0.08,3.46,0.26,2.67,0.47,1.98,0.79,1.63,1.21,0.96,1.76,0.62,2.43,0.38,3.19
102,51.22,6.24,0.03,5.28,0.07,4.35,0.09,3.49,0.28,2.7,0.5,2.02,0.81,1.66,1.24,1.0,1.79,0.66,2.45,0.41,3.21
101,51.27,6.28,0.02,5.32,0.06,4.39,0.07,3.51,0.25,2.71,0.45,2.02,0.76,1.64,1.18,0.98,1.72,0.64,2.38,0.39,3.13
100,51.29,6.29,0.02,5.32,0.04,4.38,0.06,3.49,0.22,2.68,0.41,1.98,0.7,1.6,1.11,0.93,1.65,0.59,2.31,0.36,3.08
99,51.11,6.12,0.03,5.15,0.05,4.21,0.06,3.33,0.23,2.53,0.43,1.84,0.74,1.48,1.17,0.84,1.73,0.52,2.42,0.31,3.2
98,51.09,6.12,0.03,5.15,0.04,4.21,0.06,3.33,0.22,2.52,0.42,1.83,0.73,1.47,1.16,0.83,1.72,0.51,2.41,0.3,3.2
97,51.09,6.09,0.02,5.11,0.04,4.17,0.05,3.28,0.21,2.48,0.4,1.78,0.7,1.43,1.14,0.78,1.71,0.47,2.4,0.27,3.2
96,51.22,6.24,0.02,5.26,0.03,4.31,0.04,3.41,0.18,2.59,0.36,1.87,0.65,1.5,1.06,0.84,1.61,0.51,2.28,0.29,3.07
95,51.16,6.18,0.02,5.2,0.03,4.25,0.04,3.35,0.18,2.53,0.37,1.82,0.66,1.46,1.08,0.8,1.63,0.48,2.32,0.27,3.11
94,51.04,6.06,0.01,5.08,0.03,4.14,0.04,3.24,0.19,2.43,0.38,1.74,0.69,1.4,1.13,0.74,1.69,0.44,2.39,0.25,3.2
93,51.14,6.16,0.02,5.18,0.03,4.23,0.04,3.33,0.18,2.51,0.35,1.8,0.64,1.44,1.07,0.77,1.62,0.46,2.31,0.26,3.1
92,51.03,6.04,0.02,5.06,0.03,4.11,0.04,3.21,0.18,2.4,0.37,1.7,0.67,1.35,1.1,0.71,1.68,0.42,2.38,0.23,3.2
91,50.93,5.94,0.02,4.96,0.03,4.01,0.04,3.12,0.18,2.31,0.37,1.62,0.68,1.28,1.13,0.66,1.72,0.38,2.44,0.2,3.27
90,51.07,6.07,0.02,5.09,0.02,4.13,0.03,3.22,0.16,2.4,0.33,1.68,0.62,1.33,1.04,0.68,1.62,0.39,2.33,0.21,3.14
89,51.03,6.04,0.02,5.07,0.05,4.14,0.06,3.26,0.23,2.46,0.44,1.78,0.76,1.44,1.2,0.8,1.77,0.49,2.47,0.29,3.26
88,51.0,6.01,0.02,5.05,0.06,4.12,0.07,3.25,0.27,2.47,0.49,1.8,0.81,1.46,1.26,0.83,1.84,0.52,2.53,0.31,3.32
87,50.89,5.91,0.03,4.95,0.07,4.03,0.09,3.18,0.3,2.41,0.53,1.75,0.87,1.43,1.34,0.81,1.92,0.51,2.63,0.3,3.42
86,50.95,5.96,0.02,5.0,0.06,4.07,0.07,3.21,0.27,2.43,0.49,1.76,0.83,1.43,1.28,0.8,1.86,0.5,2.56,0.3,3.36
85,51.21,6.23,0.02,5.26,0.05,4.33,0.06,3.44,0.23,2.64,0.43,1.95,0.74,1.59,1.15,0.91,1.7,0.58,2.36,0.35,3.13
84,51.03,6.04,0.02,5.07,0.05,4.14,0.11,3.25,0.23,2.46,0.43,1.77,0.74,1.22,1.19,0.79,1.76,0.48,2.45,0.28,3.25
83,50.74,5.77,0.02,4.8,0.05,3.87,0.13,3.01,0.26,2.24,0.49,1.59,0.85,1.07,1.33,0.67,1.93,0.4,2.66,0.23,3.48
82,50.85,5.88,0.02,4.91,0.05,3.97,0.11,3.1,0.24,2.31,0.45,1.65,0.79,1.11,1.25,0.7,1.84,0.42,2.56,0.23,3.37
81,50.7,5.73,0.02,4.76,0.05,3.84,0.13,2.97,0.26,2.21,0.5,1.57,0.86,1.05,1.34,0.65,1.95,0.39,2.68,0.22,3.51
80,50.88,5.89,0.02,4.91,0.04,3.97,0.1,3.09,0.21,2.29,0.42,1.62,0.74,1.08,1.2,0.67,1.8,0.39,2.52,0.22,3.34
79,50.93,5.95,0.02,4.98,0.05,4.04,0.11,3.17,0.24,2.38,0.45,1.71,0.78,1.17,1.24,0.74,1.81,0.45,2.52,0.26,3.32
78,50.99,6.02,0.01,5.05,0.05,4.12,0.11,3.24,0.24,2.45,0.44,1.77,0.77,1.22,1.22,0.79,1.78,0.48,2.48,0.28,3.28
77,51.0,6.01,0.01,5.04,0.05,4.1,0.11,3.22,0.23,2.43,0.44,1.75,0.76,1.19,1.2,0.77,1.78,0.47,2.48,0.27,3.28
76,50.95,5.97,0.02,5.0,0.04,4.06,0.1,3.18,0.22,2.38,0.43,1.7,0.74,1.15,1.19,0.73,1.78,0.44,2.48,0.25,3.29
75,50.91,5.91,0.02,4.94,0.04,4.0,0.1,3.12,0.22,2.33,0.43,1.65,0.75,1.11,1.21,0.7,1.8,0.41,2.51,0.23,3.33
74,50.73,5.76,0.02,4.79,0.05,3.86,0.12,2.99,0.25,2.21,0.47,1.56,0.81,1.03,1.29,0.65,1.9,0.38,2.64,0.21,3.47
73,50.88,5.91,0.02,4.95,0.06,4.02,0.14,3.16,0.27,2.39,0.5,1.73,0.84,1.19,1.3,0.78,1.89,0.48,2.59,0.28,3.4
72,50.91,5.93,0.03,4.97,0.07,4.05,0.15,3.19,0.29,2.42,0.52,1.76,0.86,1.22,1.32,0.81,1.9,0.51,2.6,0.3,3.4
71,50.83,5.85,0.04,4.9,0.08,3.99,0.17,3.14,0.32,2.38,0.56,1.73,0.91,1.2,1.38,0.8,1.98,0.51,2.69,0.3,3.48
70,50.84,5.86,0.03,4.91,0.08,4.0,0.17,3.15,0.32,2.39,0.57,1.75,0.92,1.22,1.39,0.81,1.98,0.52,2.69,0.31,3.48
69,50.73,5.76,0.03,4.8,0.08,3.89,0.17,3.05,0.33,2.3,0.58,1.66,0.94,1.15,1.41,0.75,2.03,0.47,2.75,0.28,3.56
68,50.6,5.65,0.05,4.71,0.11,3.82,0.22,3.0,0.41,2.28,0.68,1.66,1.07,1.17,1.57,0.78,2.18,0.5,2.9,0.31,3.71
67,50.57,5.64,0.07,4.7,0.12,3.82,0.23,3.0,0.42,2.28,0.7,1.67,1.09,1.16,1.58,0.79,2.21,0.51,2.93,0.32,3.73
66,50.69,5.74,0.03,4.78,0.08,3.88,0.17,3.04,0.33,2.29,0.59,1.65,0.95,1.14,1.44,0.75,2.05,0.47,2.77,0.28,3.58
65,50.77,5.79,0.03,4.84,0.08,3.93,0.17,3.08,0.32,2.33,0.57,1.69,0.93,1.17,1.41,0.77,2.01,0.48,2.72,0.29,3.53
64,50.69,5.74,0.04,4.79,0.09,3.88,0.19,3.05,0.35,2.31,0.61,1.67,0.97,1.15,1.45,0.77,2.07,0.49,2.79,0.29,3.59
63,50.72,5.75,0.04,4.8,0.09,3.9,0.18,3.06,0.35,2.31,0.6,1.68,0.97,1.17,1.45,0.77,2.06,0.49,2.78,0.29,3.58
62,50.85,5.87,0.03,4.91,0.07,4.0,0.16,3.14,0.3,2.38,0.54,1.73,0.89,1.2,1.36,0.79,1.95,0.5,2.66,0.3,3.46
61,50.79,5.82,0.02,4.86,0.06,3.94,0.14,3.08,0.28,2.31,0.51,1.66,0.86,1.13,1.33,0.73,1.93,0.45,2.65,0.26,3.65
60,50.55,5.59,0.03,4.64,0.08,3.73,0.17,2.9,0.34,2.16,0.6,1.53,0.97,1.04,1.48,0.67,2.11,0.41,2.85,0.23,3.85
59,50.55,5.58,0.03,4.62,0.07,3.7,0.15,2.86,0.3,2.11,0.55,1.48,0.92,0.98,1.43,0.62,2.06,0.36,2.81,0.2,3.82
58,50.62,5.63,0.03,4.68,0.07,3.76,0.16,2.92,0.31,2.17,0.56,1.54,0.93,1.04,1.43,0.66,2.05,0.4,2.79,0.23,3.8
57,50.71,5.74,0.02,4.77,0.05,3.84,0.12,2.98,0.26,2.21,0.49,1.56,0.83,1.04,1.32,0.65,1.93,0.38,2.66,0.21,3.68
56,50.57,5.6,0.03,4.64,0.07,3.73,0.15,2.88,0.3,2.13,0.56,1.5,0.93,1.0,1.43,0.63,2.06,0.38,2.8,0.21,3.81
55,50.74,5.75,0.02,4.79,0.06,3.87,0.14,3.01,0.28,2.25,0.52,1.6,0.87,1.08,1.35,0.69,1.96,0.42,2.69,0.24,3.7
54,50.79,5.82,0.02,4.85,0.05,3.92,0.12,3.06,0.26,2.28,0.48,1.62,0.82,1.1,1.3,0.7,1.9,0.42,2.62,0.24,3.63
53,50.67,5.69,0.02,4.72,0.06,3.8,0.13,2.94,0.27,2.17,0.51,1.53,0.86,1.02,1.35,0.64,1.97,0.38,2.71,0.21,3.72
52,50.6,5.62,0.02,4.65,0.05,3.72,0.12,2.85,0.25,2.09,0.48,1.45,0.84,0.94,1.34,0.57,1.97,0.33,2.72,0.17,3.74
51,50.6,5.6,0.01,4.62,0.03,3.68,0.09,2.8,0.21,2.02,0.43,1.37,0.79,0.86,1.28,0.5,1.92,0.27,2.69,0.14,3.71
50,50.44,5.44,0.01,4.46,0.03,3.52,0.09,2.64,0.21,1.87,0.44,1.24,0.81,0.75,1.32,0.42,1.99,0.22,2.79,0.1,3.81
49,50.43,5.46,0.01,4.49,0.05,3.57,0.12,2.71,0.27,1.96,0.51,1.34,0.9,0.85,1.41,0.51,2.06,0.28,2.84,0.15,3.86
48,50.28,5.3,0.02,4.34,0.05,3.42,0.13,2.57,0.28,1.83,0.54,1.22,0.94,0.77,1.48,0.45,2.16,0.24,2.95,0.12,3.98
47,50.29,5.31,0.02,4.35,0.06,3.44,0.15,2.6,0.31,1.86,0.58,1.26,0.98,0.8,1.52,0.48,2.19,0.27,2.98,0.14,4.0
46,50.2,5.22,0.02,4.26,0.06,3.35,0.15,2.51,0.31,1.79,0.6,1.19,1.0,0.75,1.55,0.44,2.24,0.24,3.04,0.12,4.07
45,50.17,5.2,0.01,4.24,0.06,3.32,0.14,2.48,0.3,1.77,0.58,1.17,0.98,0.72,1.54,0.42,2.23,0.22,3.04,0.11,4.07
44,50.27,5.28,0.02,4.32,0.06,3.4,0.14,2.56,0.3,1.82,0.56,1.22,0.97,0.77,1.51,0.45,2.19,0.25,2.99,0.12,4.01
43,50.36,5.4,0.02,4.44,0.06,3.52,0.15,2.68,0.31,1.94,0.57,1.33,0.96,0.86,1.49,0.52,2.15,0.3,2.93,0.16,3.95
42,50.1,5.14,0.02,4.19,0.08,3.29,0.18,2.47,0.37,1.77,0.66,1.2,1.09,0.76,1.65,0.45,2.35,0.25,3.15,0.13,4.17
41,50.24,5.26,0.02,4.3,0.06,3.39,0.15,2.55,0.31,1.83,0.59,1.23,0.99,0.78,1.54,0.46,2.22,0.25,3.01,0.13,4.04
40,50.25,5.29,0.03,4.33,0.08,3.43,0.18,2.61,0.35,1.89,0.63,1.3,1.04,0.84,1.58,0.51,2.26,0.29,3.04,0.16,4.06
39,50.28,5.32,0.03,4.37,0.08,3.46,0.17,2.64,0.35,1.91,0.62,1.32,1.03,0.86,1.57,0.53,2.23,0.3,3.01,0.16,4.03
38,50.44,5.46,0.03,4.51,0.08,3.61,0.18,2.78,0.35,2.05,0.62,1.44,1.01,0.96,1.53,0.6,2.17,0.36,2.93,0.2,3.95
37,50.42,5.45,0.04,4.5,0.09,3.6,0.19,2.78,0.37,2.05,0.64,1.45,1.04,0.97,1.56,0.62,2.21,0.37,2.96,0.21,3.98
36,50.41,5.43,0.04,4.48,0.09,3.58,0.18,2.76,0.36,2.03,0.63,1.43,1.03,0.95,1.55,0.6,2.2,0.36,2.96,0.2,3.98
35,50.28,5.31,0.04,4.37,0.09,3.47,0.2,2.66,0.38,1.94,0.67,1.36,1.08,0.9,1.62,0.56,2.29,0.33,3.06,0.19,4.08
34,50.12,5.18,0.05,4.25,0.12,3.37,0.24,2.58,0.44,1.89,0.75,1.32,1.19,0.88,1.75,0.55,2.42,0.33,3.2,0.19,4.22
33,50.21,5.27,0.05,4.34,0.12,3.46,0.24,2.66,0.44,1.96,0.75,1.39,1.17,0.93,1.72,0.6,2.38,0.37,3.15,0.21,4.17
32,50.21,5.27,0.05,4.33,0.11,3.45,0.23,2.64,0.43,1.94,0.73,1.37,1.15,0.91,1.7,0.58,2.36,0.35,3.13,0.2,4.15
31,50.27,5.33,0.05,4.4,0.12,3.52,0.24,2.71,0.44,2.01,0.73,1.43,1.15,0.97,1.69,0.63,2.35,0.39,3.11,0.23,4.12
30,50.29,5.32,0.04,4.37,0.09,3.48,0.2,2.66,0.38,1.95,0.67,1.36,1.08,0.9,1.62,0.56,2.29,0.33,3.06,0.19,3.91
29,50.07,5.15,0.08,4.22,0.14,3.36,0.28,2.58,0.5,1.9,0.82,1.34,1.26,0.91,1.83,0.59,2.51,0.36,3.28,0.21,4.13
28,49.98,5.05,0.08,4.13,0.16,3.28,0.31,2.51,0.54,1.85,0.88,1.31,1.33,0.88,1.91,0.57,2.6,0.35,3.38,0.21,4.23
27,49.88,4.97,0.1,4.06,0.18,3.21,0.33,2.46,0.58,1.81,0.93,1.28,1.4,0.86,1.98,0.56,2.68,0.34,3.46,0.2,4.32
26,49.98,5.05,0.09,4.14,0.16,3.29,0.31,2.52,0.55,1.86,0.88,1.31,1.33,0.89,1.92,0.58,2.6,0.36,3.38,0.21,4.23
25,49.84,4.92,0.08,4.01,0.16,3.16,0.32,2.4,0.56,1.75,0.91,1.22,1.38,0.81,1.97,0.52,2.67,0.31,3.47,0.18,4.33
24,50.14,5.19,0.08,4.27,0.15,3.41,0.28,2.63,0.5,1.95,0.82,1.38,1.25,0.94,1.82,0.61,2.49,0.38,3.25,0.22,4.1
23,50.03,5.12,0.09,4.2,0.17,3.35,0.31,2.58,0.55,1.92,0.88,1.36,1.32,0.94,1.9,0.61,2.57,0.38,3.35,0.23,4.19
22,50.0,5.09,0.08,4.17,0.17,3.32,0.32,2.56,0.55,1.9,0.89,1.35,1.34,0.92,1.92,0.6,2.6,0.38,3.37,0.22,4.22
21,50.06,5.11,0.06,4.19,0.14,3.32,0.27,2.54,0.49,1.86,0.81,1.31,1.24,0.87,1.82,0.56,2.5,0.34,3.29,0.19,4.14
20,49.73,4.83,0.1,3.93,0.2,3.1,0.37,2.36,0.63,1.72,1.0,1.21,1.48,0.81,2.09,0.52,2.79,0.32,3.59,0.19,4.46
19,49.69,4.78,0.1,3.88,0.19,3.04,0.36,2.3,0.61,1.67,0.98,1.15,1.46,0.77,2.08,0.49,2.8,0.29,3.61,0.17,4.48
18,49.61,4.71,0.11,3.81,0.21,2.99,0.39,2.26,0.66,1.65,1.04,1.14,1.53,0.76,2.16,0.49,2.88,0.3,3.69,0.17,4.57
17,49.68,4.8,0.11,3.91,0.22,3.08,0.39,2.35,0.66,1.73,1.04,1.21,1.52,0.82,2.13,0.53,2.84,0.33,3.64,0.2,4.5
16,49.54,4.67,0.14,3.8,0.27,3.0,0.46,2.29,0.76,1.69,1.15,1.2,1.66,0.82,2.28,0.54,3.0,0.34,3.8,0.2,4.67
15,49.5,4.64,0.14,3.76,0.26,2.96,0.46,2.25,0.75,1.65,1.15,1.15,1.66,0.79,2.29,0.51,3.01,0.32,3.82,0.19,4.69
14,49.49,4.6,0.12,3.72,0.24,2.91,0.43,2.2,0.72,1.58,1.11,1.11,1.63,0.74,2.26,0.47,2.99,0.29,3.81,0.17,4.69
13,49.36,4.51,0.14,3.64,0.26,2.84,0.47,2.14,0.77,1.54,1.17,1.08,1.71,0.72,2.35,0.46,3.09,0.28,3.91,0.16,4.79
12,49.48,4.61,0.13,3.73,0.26,2.93,0.45,2.22,0.75,1.62,1.15,1.13,1.66,0.77,2.29,0.5,3.02,0.31,3.83,0.18,4.71
11,49.51,4.62,0.12,3.74,0.23,2.93,0.42,2.21,0.7,1.61,1.1,1.12,1.61,0.75,2.24,0.48,2.97,0.29,3.78,0.17,4.66
10,49.63,4.72,0.09,3.81,0.19,2.98,0.35,2.24,0.61,1.62,0.99,1.11,1.49,0.73,2.1,0.46,2.83,0.27,3.64,0.15,4.53
9,49.55,4.64,0.09,3.74,0.18,2.9,0.35,2.17,0.62,1.55,1.0,1.06,1.51,0.69,2.13,0.42,2.87,0.25,3.69,0.14,4.58
8,49.6,4.68,0.08,3.78,0.17,2.94,0.34,2.2,0.6,1.57,0.97,1.07,1.47,0.7,2.09,0.43,2.83,0.25,3.65,0.14,4.54
7,49.6,4.67,0.07,3.76,0.16,2.92,0.32,2.17,0.58,1.55,0.95,1.05,1.45,0.67,2.07,0.41,2.81,0.23,3.64,0.13,4.53
6,49.64,4.7,0.06,3.78,0.14,2.93,0.29,2.17,0.53,1.53,0.89,1.02,1.38,0.65,2.0,0.39,2.74,0.22,3.57,0.11,4.47
5,49.62,4.68,0.06,3.75,0.13,2.89,0.28,2.13,0.52,1.49,0.88,0.99,1.37,0.62,2.0,0.36,2.74,0.2,3.58,0.1,4.48
4,49.74,4.79,0.06,3.87,0.13,3.0,0.27,2.24,0.5,1.58,0.85,1.07,1.33,0.68,1.94,0.4,2.67,0.23,3.49,0.12,4.39
3,49.86,4.92,0.05,3.99,0.12,3.12,0.25,2.34,0.47,1.67,0.8,1.13,1.27,0.73,1.86,0.44,2.58,0.25,3.39,0.14,4.27
2,49.95,4.99,0.04,4.05,0.1,3.16,0.21,2.36,0.42,1.68,0.73,1.13,1.18,0.72,1.77,0.43,2.48,0.24,3.29,0.12,4.18
1,50.0,5.04,0.04,4.09,0.09,3.2,0.2,2.4,0.4,1.71,0.71,1.15,1.15,0.73,1.73,0.44,2.44,0.24,3.24,0.13,4.13
